               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  83,            0.037798,            0.040063,           0.0085153,             0.90161,             0.84609,             0.91744,             0.64023,             0.03422,            0.023741,           0.0047097,           0.0057584,           0.0057584,            0.038658
                  84,            0.042428,            0.039685,           0.0084171,             0.88075,             0.85537,             0.91904,             0.59828,            0.038752,            0.023939,           0.0046868,           0.0058052,           0.0058052,            0.037905
                  85,            0.041612,            0.042675,           0.0080189,             0.90318,             0.84378,             0.91501,             0.62352,            0.036385,            0.024027,           0.0047218,           0.0058514,           0.0058514,            0.037151
                  86,            0.038362,            0.043651,           0.0083178,             0.90594,             0.86441,             0.92769,             0.65541,              0.0336,            0.023696,           0.0047181,           0.0058968,           0.0058968,            0.036397
                  87,            0.040151,            0.048324,           0.0074397,              0.9077,             0.87039,             0.93094,              0.6509,            0.032837,            0.023738,           0.0046982,           0.0059415,           0.0059415,            0.035641
                  88,             0.04067,            0.045016,           0.0085416,             0.89332,             0.86765,             0.92275,             0.65036,            0.033651,            0.023577,           0.0047582,           0.0059855,           0.0059855,            0.034885
                  89,            0.036208,            0.042089,           0.0075721,             0.90417,             0.86802,             0.92512,             0.65699,            0.032654,             0.02342,           0.0046063,           0.0060287,           0.0060287,            0.034129
                  90,            0.038581,            0.044763,           0.0073395,             0.88599,             0.84972,             0.91006,             0.61448,            0.036019,             0.02393,           0.0044339,           0.0060713,           0.0060713,            0.033371
                  91,             0.04281,             0.04217,           0.0082807,             0.87652,             0.85378,              0.9067,               0.612,            0.034191,            0.024119,           0.0044466,           0.0061131,           0.0061131,            0.032613
                  92,            0.037801,            0.041808,           0.0070755,             0.87911,             0.85756,             0.91824,             0.63783,             0.03291,            0.023585,           0.0044498,           0.0061542,           0.0061542,            0.031854
                  93,            0.040562,            0.047455,           0.0069749,             0.90965,             0.84017,             0.91769,             0.61449,            0.036384,            0.023928,           0.0044519,           0.0061945,           0.0061945,            0.031094
                  94,            0.040666,            0.044562,           0.0073994,             0.88941,              0.8494,              0.9215,             0.59848,            0.037274,            0.023793,           0.0045472,           0.0062341,           0.0062341,            0.030334
                  95,            0.040172,            0.049744,           0.0071425,             0.89153,               0.849,             0.92054,             0.63607,            0.033605,            0.022714,           0.0045519,            0.006273,            0.006273,            0.029573
                  96,            0.040046,            0.039528,           0.0076245,             0.84501,             0.89671,             0.92653,             0.65855,            0.033523,             0.02257,           0.0046033,           0.0063111,           0.0063111,            0.028811
                  97,             0.03813,            0.045385,           0.0079204,             0.92793,             0.83836,             0.92438,             0.66913,            0.032506,            0.023025,           0.0046718,           0.0063484,           0.0063484,            0.028048
                  98,            0.036078,            0.039719,           0.0077005,             0.83795,             0.88975,             0.92133,             0.63999,            0.034013,            0.023736,           0.0045572,            0.006385,            0.006385,            0.027285
                  99,            0.038504,            0.042335,           0.0076142,             0.89755,              0.8288,             0.91034,             0.63261,            0.035496,            0.023451,           0.0045123,           0.0064209,           0.0064209,            0.026521
                 100,            0.038698,            0.038971,           0.0069748,             0.87832,             0.86062,             0.92239,             0.64765,            0.033808,            0.023555,           0.0046139,            0.006456,            0.006456,            0.025756
                 101,            0.037194,            0.044743,           0.0078799,             0.82404,              0.8598,             0.91682,             0.64833,            0.034424,            0.023346,           0.0046671,           0.0064903,           0.0064903,             0.02499
                 102,            0.040935,            0.047358,           0.0072029,             0.86771,             0.86641,             0.93164,             0.64864,            0.034267,            0.023697,           0.0047242,           0.0065239,           0.0065239,            0.024224
                 103,            0.041457,            0.042005,           0.0079372,             0.92277,             0.84787,             0.93679,             0.63807,            0.032934,             0.02376,           0.0048427,           0.0065568,           0.0065568,            0.023457
                 104,            0.034777,            0.039777,           0.0080267,             0.89496,             0.85693,             0.92736,              0.6379,             0.03247,            0.023124,           0.0047102,           0.0065888,           0.0065888,            0.022689
                 105,            0.038987,            0.042194,           0.0085637,             0.85836,             0.86283,             0.92384,             0.63895,            0.034831,            0.023104,           0.0045838,           0.0066201,           0.0066201,             0.02192
                 106,            0.038745,            0.046262,            0.007264,             0.85829,             0.87158,             0.92105,             0.64707,            0.034941,            0.023375,           0.0045175,           0.0066507,           0.0066507,            0.021151
                 107,            0.039459,            0.041831,           0.0072734,             0.86669,             0.87251,             0.93501,             0.64363,            0.034363,            0.022674,           0.0044649,           0.0066804,           0.0066804,             0.02038
                 108,            0.039656,            0.041322,           0.0071713,             0.82828,             0.83932,             0.90843,              0.5864,            0.037529,            0.023635,           0.0045338,           0.0067094,           0.0067094,            0.019609
                 109,            0.039484,            0.041395,           0.0077972,             0.83787,             0.82995,              0.9071,             0.61136,            0.035569,            0.023475,           0.0047323,           0.0067376,           0.0067376,            0.018838
                 110,            0.039675,            0.042739,           0.0069888,             0.88882,             0.86025,             0.92824,             0.62726,            0.034606,            0.023112,           0.0048734,           0.0067651,           0.0067651,            0.018065
                 111,            0.038228,            0.041268,           0.0073973,             0.89234,             0.88112,              0.9354,             0.63486,            0.033705,            0.023054,           0.0049054,           0.0067918,           0.0067918,            0.017292
                 112,            0.036201,            0.039998,           0.0068174,             0.89668,             0.86915,             0.93618,             0.65649,            0.032346,            0.022932,           0.0048271,           0.0068177,           0.0068177,            0.016518
                 113,            0.037774,             0.04338,            0.007453,             0.90105,             0.87176,             0.93522,             0.65486,            0.032234,            0.022822,           0.0047017,           0.0068429,           0.0068429,            0.015743
                 114,            0.038808,             0.04415,           0.0079791,             0.86268,             0.87208,             0.93364,             0.63038,            0.035243,            0.022945,           0.0046517,           0.0068672,           0.0068672,            0.014967
                 115,            0.037868,             0.03988,           0.0083461,             0.88693,             0.87358,             0.93641,             0.66254,            0.034135,             0.02271,           0.0045759,           0.0068908,           0.0068908,            0.014191
                 116,            0.037524,            0.037857,           0.0076113,             0.86025,             0.82957,             0.91019,             0.63069,            0.034448,            0.022908,              0.0045,           0.0069137,           0.0069137,            0.013414
                 117,            0.040967,             0.04216,           0.0076308,             0.83433,             0.84823,             0.90399,             0.59946,            0.037346,            0.023268,           0.0045134,           0.0069357,           0.0069357,            0.012636
                 118,            0.039674,            0.043145,           0.0068158,             0.83824,             0.84912,             0.90876,             0.62656,            0.034809,            0.023066,           0.0045144,            0.006957,            0.006957,            0.011857
                 119,            0.039657,            0.043374,           0.0075638,              0.8314,             0.81916,             0.89996,             0.59578,             0.03503,            0.022669,           0.0043944,           0.0069775,           0.0069775,            0.011078
                 120,            0.038219,            0.038838,           0.0073661,             0.87153,             0.85231,             0.91637,             0.63668,            0.032812,            0.022748,           0.0045002,           0.0069973,           0.0069973,            0.010297
                 121,            0.037308,            0.042498,           0.0085665,             0.89158,             0.88711,             0.93444,             0.65041,            0.032296,            0.022556,           0.0044518,           0.0070163,           0.0070163,           0.0095163
                 122,             0.03806,            0.044936,           0.0075894,             0.84875,              0.8768,             0.92423,             0.63745,            0.033864,            0.022955,            0.004552,           0.0070345,           0.0070345,           0.0087345
                 123,            0.037723,            0.041321,           0.0073449,             0.86321,             0.88256,             0.92947,             0.62745,            0.032846,            0.023294,           0.0047594,           0.0070519,           0.0070519,           0.0079519
                 124,            0.038286,            0.039663,           0.0079217,             0.88701,             0.82902,              0.9177,              0.6365,            0.034335,            0.023175,           0.0047523,           0.0070686,           0.0070686,           0.0071686
                 125,            0.039807,            0.042461,           0.0075245,             0.78022,             0.86036,             0.90153,             0.58556,            0.037812,            0.023706,           0.0047763,           0.0070353,           0.0070353,           0.0070353
                 126,            0.038573,            0.041868,           0.0076895,             0.85705,             0.85218,             0.91406,             0.61696,            0.034005,            0.023068,           0.0047862,           0.0070353,           0.0070353,           0.0070353
                 127,            0.040627,            0.046865,           0.0077194,             0.88062,             0.84231,             0.91899,              0.6355,            0.033353,            0.023101,           0.0047601,           0.0069948,           0.0069948,           0.0069948
                 128,            0.035855,            0.039709,           0.0072496,             0.88215,              0.8619,             0.92583,             0.66161,            0.031866,            0.022754,           0.0046794,           0.0069541,           0.0069541,           0.0069541
                 129,             0.03812,            0.042869,           0.0077124,             0.88504,             0.88457,             0.93631,             0.66347,             0.03245,            0.023044,           0.0046191,           0.0069134,           0.0069134,           0.0069134
                 130,            0.036763,            0.041828,           0.0070413,             0.90767,             0.85738,             0.93279,              0.6552,            0.031888,            0.023168,           0.0045884,           0.0068726,           0.0068726,           0.0068726
                 131,            0.035389,            0.044914,           0.0069635,              0.8979,             0.87438,             0.93472,             0.67406,            0.030766,            0.022681,           0.0044793,           0.0068316,           0.0068316,           0.0068316
                 132,            0.036304,             0.04367,           0.0073007,             0.88912,             0.84977,             0.91957,              0.6476,            0.033491,            0.023096,           0.0043593,           0.0067906,           0.0067906,           0.0067906
                 133,            0.041146,             0.04719,           0.0075591,             0.89015,             0.83693,             0.91023,             0.63609,            0.034138,            0.023572,           0.0044139,           0.0067495,           0.0067495,           0.0067495
                 134,            0.040612,            0.043121,           0.0073186,             0.82843,             0.85629,             0.90005,             0.61931,             0.03581,            0.023612,           0.0045429,           0.0067083,           0.0067083,           0.0067083
                 135,            0.038657,            0.038003,           0.0072762,             0.88803,             0.84244,             0.92803,             0.64617,            0.033836,            0.023058,           0.0046271,           0.0066671,           0.0066671,           0.0066671
                 136,               0.038,            0.044935,           0.0072231,             0.90312,              0.8473,             0.93787,             0.64077,            0.033087,            0.022619,           0.0047767,           0.0066257,           0.0066257,           0.0066257
                 137,            0.037411,            0.040082,           0.0080227,             0.89791,             0.86871,             0.94637,             0.64468,            0.031859,            0.022619,           0.0048516,           0.0065843,           0.0065843,           0.0065843
                 138,            0.037603,            0.041853,           0.0074753,             0.88677,             0.86393,             0.94528,              0.6288,            0.034381,            0.022901,           0.0048028,           0.0065429,           0.0065429,           0.0065429
                 139,            0.037591,            0.038938,           0.0081359,             0.86073,             0.87504,               0.935,             0.64867,            0.032759,            0.022764,           0.0047249,           0.0065013,           0.0065013,           0.0065013
                 140,            0.035514,            0.037942,           0.0066795,             0.83491,             0.90614,              0.9394,             0.64987,            0.032811,            0.022903,            0.004642,           0.0064597,           0.0064597,           0.0064597
                 141,            0.033563,            0.041276,           0.0073518,             0.89206,             0.88021,             0.93785,             0.65837,            0.031108,            0.022785,            0.004564,           0.0064181,           0.0064181,           0.0064181
                 142,            0.034434,            0.040529,           0.0067121,             0.89296,             0.87665,             0.92966,             0.66868,            0.030926,            0.022746,           0.0044049,           0.0063764,           0.0063764,           0.0063764
                 143,            0.037263,            0.039227,           0.0072301,             0.86307,             0.88295,              0.9263,             0.65835,            0.033463,            0.022875,           0.0042472,           0.0063347,           0.0063347,           0.0063347
                 144,            0.035791,            0.037047,            0.007429,             0.86454,             0.90561,             0.93766,             0.64988,            0.031806,            0.022602,           0.0041423,            0.006293,            0.006293,            0.006293
                 145,            0.037495,            0.038991,           0.0074039,             0.86644,              0.8811,             0.92348,             0.60999,            0.035686,            0.023423,           0.0040712,           0.0062512,           0.0062512,           0.0062512
                 146,            0.036816,             0.04241,           0.0066896,              0.8634,              0.8704,             0.92178,               0.662,             0.03265,            0.022825,           0.0040561,           0.0062093,           0.0062093,           0.0062093
                 147,            0.037218,            0.042259,           0.0064825,             0.92095,             0.86671,             0.93483,             0.66733,             0.03059,            0.022574,           0.0041344,           0.0061675,           0.0061675,           0.0061675
                 148,            0.035186,            0.041641,            0.006559,             0.92689,             0.86869,             0.93878,             0.66952,            0.030929,            0.022499,           0.0041188,           0.0061256,           0.0061256,           0.0061256
                 149,            0.036651,            0.043401,           0.0070753,             0.93424,             0.86788,             0.93812,             0.69719,            0.029456,            0.021992,           0.0041328,           0.0060838,           0.0060838,           0.0060838
                 150,            0.035941,            0.037308,           0.0068795,             0.89803,             0.89835,             0.94537,              0.6864,            0.030435,            0.022021,           0.0042065,           0.0060419,           0.0060419,           0.0060419
                 151,            0.035249,            0.039127,           0.0060504,             0.91269,             0.85609,             0.93302,             0.65729,            0.031434,            0.022046,           0.0041806,               0.006,               0.006,               0.006
                 152,            0.035734,            0.040407,           0.0068859,             0.93219,             0.86351,             0.93773,             0.69534,            0.030128,            0.021884,           0.0041255,           0.0059581,           0.0059581,           0.0059581
                 153,            0.036304,            0.038428,           0.0062703,             0.92256,             0.88187,              0.9423,              0.6863,            0.030183,             0.02204,           0.0041228,           0.0059162,           0.0059162,           0.0059162
                 154,             0.03551,            0.040271,           0.0070839,             0.86446,             0.87231,             0.91963,             0.64492,            0.033524,            0.022399,           0.0041617,           0.0058744,           0.0058744,           0.0058744
                 155,            0.037939,            0.043732,           0.0065778,             0.90994,             0.82797,             0.92571,             0.65029,            0.033001,            0.022448,           0.0041706,           0.0058325,           0.0058325,           0.0058325
                 156,            0.037199,            0.042186,           0.0069207,              0.8367,             0.87093,             0.91417,             0.65138,            0.032343,            0.022306,           0.0042371,           0.0057907,           0.0057907,           0.0057907
                 157,            0.035967,            0.038528,            0.006484,             0.84729,             0.91106,             0.93952,             0.67086,            0.031038,            0.022286,            0.004304,           0.0057488,           0.0057488,           0.0057488
                 158,            0.033706,             0.03802,           0.0063939,             0.88349,             0.88817,             0.93243,             0.68557,            0.029505,            0.021681,           0.0043048,            0.005707,            0.005707,            0.005707
                 159,            0.035994,            0.043618,           0.0071108,             0.90349,             0.88288,             0.94501,             0.67347,            0.030864,            0.021561,           0.0042319,           0.0056653,           0.0056653,           0.0056653
